timestamp, latitude, longitude, altitude_m, temperature_c, pressure_hpa
2026-03-01T11:27:00Z,34.178182,-119.023622,26252.47,-155.61,45.00
2026-03-01T11:27:30Z,34.178272,-119.023510,26405.12,-156.83,43.43
2026-03-01T11:28:00Z,34.178370,-119.023386,26552.53,-157.23,42.95
2026-03-01T11:28:30Z,34.178449,-119.023260,26702.88,-158.46,42.58
2026-03-01T11:29:00Z,34.178519,-119.023143,26853.77,-159.79,41.25
2026-03-01T11:29:30Z,34.178591,-119.023025,27000.08,-160.40,41.15
2026-03-01T11:30:00Z,34.178663,-119.022897,27150.78,-161.51,39.77
2026-03-01T11:30:30Z,34.178733,-119.022779,27300.24,-162.46,39.57
2026-03-01T11:31:00Z,34.178805,-119.022649,27451.37,-163.33,37.78
2026-03-01T11:31:30Z,34.178873,-119.022535,27602.66,-164.69,38.11
2026-03-01T11:32:00Z,34.178941,-119.022410,27749.84,-165.30,37.54
2026-03-01T11:32:30Z,34.179007,-119.022282,27902.09,-166.37,36.56
2026-03-01T11:33:00Z,34.179081,-119.022142,28046.01,-167.02,35.89
2026-03-01T11:33:30Z,34.179166,-119.022003,28202.56,-168.37,35.04
2026-03-01T11:34:00Z,34.179241,-119.021890,28352.11,-169.12,34.91
2026-03-01T11:34:30Z,34.179328,-119.021766,28503.31,-170.38,33.57
2026-03-01T11:35:00Z,34.179403,-119.021654,28650.29,-170.97,32.76
2026-03-01T11:35:30Z,34.179489,-119.021525,28800.95,-172.27,32.79
2026-03-01T11:36:00Z,34.179578,-119.021401,28948.66,-172.84,32.56
2026-03-01T11:36:30Z,34.179659,-119.021292,29097.42,-174.19,31.38
2026-03-01T11:37:00Z,34.179732,-119.021163,29248.96,-174.81,31.54
2026-03-01T11:37:30Z,34.179810,-119.021036,29396.10,-175.96,31.00
2026-03-01T11:38:00Z,34.179904,-119.020907,29546.84,-177.04,30.08
2026-03-01T11:38:30Z,34.179974,-119.020783,29698.20,-177.96,30.28
2026-03-01T11:39:00Z,34.180046,-119.020666,29848.33,-179.18,29.03
2026-03-01T11:39:30Z,34.180119,-119.020536,29999.31,-180.02,28.47
2026-03-01T11:40:00Z,34.180188,-119.020426,30147.48,-180.88,28.53
2026-03-01T11:40:30Z,34.180265,-119.020311,30298.79,-181.66,27.41
2026-03-01T11:41:00Z,34.180342,-119.020193,30450.25,-182.92,26.63
2026-03-01T11:41:30Z,34.180431,-119.020084,30596.40,-184.06,26.44
2026-03-01T11:42:00Z,34.180501,-119.019958,30750.37,-184.83,26.34
2026-03-01T11:42:30Z,34.180576,-119.019848,30901.71,-186.02,25.84
2026-03-01T11:43:00Z,34.180662,-119.019715,31051.70,-186.92,25.47
2026-03-01T11:43:30Z,34.180735,-119.019595,31201.50,-188.08,24.57
2026-03-01T11:44:00Z,34.180821,-119.019489,31354.14,-188.70,24.33
2026-03-01T11:44:30Z,34.180898,-119.019360,31501.03,-189.98,22.72
2026-03-01T11:45:00Z,34.180973,-119.019248,31650.42,-190.96,23.27
2026-03-01T11:45:30Z,34.181071,-119.019137,31802.75,-191.72,22.59
2026-03-01T11:46:00Z,34.181150,-119.019008,31950.80,-192.42,21.98
2026-03-01T11:46:30Z,34.181216,-119.018883,32099.45,-193.70,22.00
2026-03-01T11:47:00Z,34.181305,-119.018772,32250.45,-194.35,21.57
2026-03-01T11:47:30Z,34.181390,-119.018656,32403.64,-195.53,21.41
2026-03-01T11:48:00Z,34.181476,-119.018540,32496.73,-196.53,21.42
2026-03-01T11:48:30Z,34.181553,-119.018414,32199.85,-194.38,21.91
2026-03-01T11:49:00Z,34.181635,-119.018305,31898.94,-192.08,22.60
2026-03-01T11:49:30Z,34.181720,-119.018196,31601.11,-190.80,24.09
2026-03-01T11:50:00Z,34.181801,-119.018074,31300.61,-188.27,23.70
2026-03-01T11:50:30Z,34.181885,-119.017955,31003.28,-186.53,25.30
2026-03-01T11:51:00Z,34.181967,-119.017847,30697.43,-184.47,26.59
2026-03-01T11:51:30Z,34.182057,-119.017721,30404.15,-182.94,27.28
2026-03-01T11:52:00Z,34.182147,-119.017604,30103.32,-180.66,28.55
2026-03-01T11:52:30Z,34.182227,-119.017475,29798.13,-178.42,27.64
2026-03-01T11:53:00Z,34.182312,-119.017357,29499.93,-176.88,29.94
2026-03-01T11:53:30Z,34.182398,-119.017232,29203.35,-175.02,32.10
2026-03-01T11:54:00Z,34.182483,-119.017108,28903.81,-172.47,32.60
2026-03-01T11:54:30Z,34.182543,-119.016982,28598.70,-170.83,33.52
2026-03-01T11:55:00Z,34.182623,-119.016866,28302.39,-169.07,34.55
2026-03-01T11:55:30Z,34.182669,-119.016739,27999.03,-167.15,36.26
2026-03-01T11:56:00Z,34.182755,-119.016621,27696.14,-165.19,37.35
2026-03-01T11:56:30Z,34.182847,-119.016500,27399.75,-162.97,39.12
2026-03-01T11:57:00Z,34.182911,-119.016375,27103.52,-161.14,40.08
2026-03-01T11:57:30Z,34.182970,-119.016255,26798.68,-159.20,41.61
2026-03-01T11:58:00Z,34.183057,-119.016119,26501.13,-157.32,43.43
2026-03-01T11:58:30Z,34.183134,-119.016012,26197.31,-155.72,44.48
2026-03-01T11:59:00Z,34.183226,-119.015905,25902.79,-153.43,46.22
2026-03-01T11:59:30Z,34.183304,-119.015784,25601.74,-151.58,48.60
2026-03-01T12:00:00Z,34.183385,-119.015660,25299.37,-149.57,49.45
2026-03-01T12:00:30Z,34.183458,-119.015554,24998.41,-147.90,51.42
2026-03-01T12:01:00Z,34.183551,-119.015424,24702.20,-145.91,53.92
2026-03-01T12:01:30Z,34.183641,-119.015287,24398.78,-143.58,55.76
2026-03-01T12:02:00Z,34.183701,-119.015173,24100.95,-141.62,57.14
2026-03-01T12:02:30Z,34.183786,-119.015065,23799.60,-139.72,59.43
2026-03-01T12:03:00Z,34.183868,-119.014939,23502.32,-137.65,61.60
2026-03-01T12:03:30Z,34.183937,-119.014828,23202.71,-136.03,63.47
2026-03-01T12:04:00Z,34.184005,-119.014724,22901.26,-133.61,66.35
2026-03-01T12:04:30Z,34.184085,-119.014600,22599.97,-132.07,69.10
2026-03-01T12:05:00Z,34.184161,-119.014493,22304.59,-129.66,72.34
2026-03-01T12:05:30Z,34.184230,-119.014393,22000.88,-128.19,73.84
2026-03-01T12:06:00Z,34.184333,-119.014270,21701.00,-125.92,77.01
2026-03-01T12:06:30Z,34.184426,-119.014152,21399.59,-124.23,78.40
2026-03-01T12:07:00Z,34.184520,-119.014021,21101.67,-121.91,81.22
2026-03-01T12:07:30Z,34.184598,-119.013885,20800.38,-120.26,85.45
2026-03-01T12:08:00Z,34.184659,-119.013773,20501.81,-118.34,87.93
2026-03-01T12:08:30Z,34.184743,-119.013659,20200.35,-116.56,91.67
2026-03-01T12:09:00Z,34.184808,-119.013539,19897.00,-114.23,94.88
2026-03-01T12:09:30Z,34.184883,-119.013412,19594.20,-112.46,98.46
2026-03-01T12:10:00Z,34.184974,-119.013284,19304.34,-110.80,101.61
2026-03-01T12:10:30Z,34.185058,-119.013171,19000.44,-108.35,105.11
2026-03-01T12:11:00Z,34.185148,-119.013039,18699.94,-106.60,109.78
2026-03-01T12:11:30Z,34.185242,-119.012925,18401.32,-104.75,113.24
2026-03-01T12:12:00Z,34.185305,-119.012787,18098.79,-102.59,117.20
2026-03-01T12:12:30Z,34.185366,-119.012641,17800.31,-100.79,121.72
2026-03-01T12:13:00Z,34.185426,-119.012512,17499.46,-98.87,125.53
2026-03-01T12:13:30Z,34.185502,-119.012409,17198.56,-96.91,131.16
2026-03-01T12:14:00Z,34.185597,-119.012283,16898.53,-94.61,135.99
2026-03-01T12:14:30Z,34.185677,-119.012157,16597.85,-93.02,140.65
2026-03-01T12:15:00Z,34.185761,-119.012031,16301.33,-90.83,145.55
2026-03-01T12:15:30Z,34.185836,-119.011924,15999.82,-88.94,150.86
2026-03-01T12:16:00Z,34.185915,-119.011783,15701.36,-87.19,155.80
2026-03-01T12:16:30Z,34.185985,-119.011661,15398.91,-85.39,161.64
2026-03-01T12:17:00Z,34.186071,-119.011546,15099.06,-83.23,168.06
2026-03-01T12:17:30Z,34.186151,-119.011422,14800.21,-81.04,173.86
2026-03-01T12:18:00Z,34.186230,-119.011319,14503.54,-79.19,179.66
2026-03-01T12:18:30Z,34.186315,-119.011206,14204.49,-77.28,186.28
2026-03-01T12:19:00Z,34.186417,-119.011097,13898.53,-75.44,194.11
2026-03-01T12:19:30Z,34.186486,-119.010979,13602.83,-73.63,200.18
2026-03-01T12:20:00Z,34.186563,-119.010854,13302.11,-71.73,207.98
2026-03-01T12:20:30Z,34.186661,-119.010735,13003.51,-69.54,215.63
2026-03-01T12:21:00Z,34.186722,-119.010609,12697.78,-67.40,223.62
2026-03-01T12:21:30Z,34.186800,-119.010497,12399.74,-65.34,231.54
2026-03-01T12:22:00Z,34.186874,-119.010374,12096.43,-63.26,240.02
2026-03-01T12:22:30Z,34.186961,-119.010279,11798.57,-61.63,248.37
2026-03-01T12:23:00Z,34.187040,-119.010171,11497.29,-59.85,256.91
2026-03-01T12:23:30Z,34.187115,-119.010054,11198.11,-57.88,266.62
2026-03-01T12:24:00Z,34.187195,-119.009952,10901.22,-55.57,276.09
2026-03-01T12:24:30Z,34.187266,-119.009824,10600.52,-53.72,286.16
2026-03-01T12:25:00Z,34.187327,-119.009718,10300.68,-51.80,297.98
2026-03-01T12:25:30Z,34.187423,-119.009594,10000.03,-50.26,307.68
2026-03-01T12:26:00Z,34.187496,-119.009450,9696.23,-48.25,318.34
2026-03-01T12:26:30Z,34.187583,-119.009330,9405.50,-46.10,330.04
2026-03-01T12:27:00Z,34.187647,-119.009224,9100.24,-44.11,342.83
2026-03-01T12:27:30Z,34.187731,-119.009092,8798.82,-42.23,355.48
2026-03-01T12:28:00Z,34.187798,-119.008977,8500.85,-40.10,367.85
2026-03-01T12:28:30Z,34.187880,-119.008847,8203.37,-38.18,380.80
2026-03-01T12:29:00Z,34.187961,-119.008732,7897.30,-36.30,395.54
2026-03-01T12:29:30Z,34.188037,-119.008615,7603.84,-34.41,409.81
2026-03-01T12:30:00Z,34.188102,-119.008480,7299.13,-32.46,424.53
2026-03-01T12:30:30Z,34.188175,-119.008359,6996.49,-29.99,439.72
2026-03-01T12:31:00Z,34.188251,-119.008229,6698.04,-28.63,456.81
2026-03-01T12:31:30Z,34.188346,-119.008138,6395.66,-26.49,473.56
2026-03-01T12:32:00Z,34.188421,-119.008030,6099.84,-25.00,490.47
2026-03-01T12:32:30Z,34.188507,-119.007907,5797.21,-22.45,508.00
2026-03-01T12:33:00Z,34.188585,-119.007775,5501.79,-20.57,526.58
2026-03-01T12:33:30Z,34.188663,-119.007676,5199.70,-18.52,545.59
2026-03-01T12:34:00Z,34.188764,-119.007558,4900.08,-16.85,565.55
2026-03-01T12:34:30Z,34.188831,-119.007437,4605.73,-14.96,586.15
2026-03-01T12:35:00Z,34.188901,-119.007335,4298.12,-13.25,607.30
2026-03-01T12:35:30Z,34.188991,-119.007196,4003.88,-11.00,629.88
2026-03-01T12:36:00Z,34.189073,-119.007084,3703.69,-9.08,652.26
2026-03-01T12:36:30Z,34.189157,-119.006964,3401.45,-7.22,675.63
2026-03-01T12:37:00Z,34.189250,-119.006839,3102.00,-5.22,700.93
2026-03-01T12:37:30Z,34.189329,-119.006713,2807.29,-3.07,725.45
2026-03-01T12:38:00Z,34.189420,-119.006595,2499.20,-1.28,752.51
2026-03-01T12:38:30Z,34.189499,-119.006463,2194.89,0.55,779.84
2026-03-01T12:39:00Z,34.189564,-119.006337,1898.02,2.68,808.15
2026-03-01T12:39:30Z,34.189659,-119.006222,1597.23,4.63,837.14
2026-03-01T12:40:00Z,34.189743,-119.006109,1299.47,6.41,868.15
2026-03-01T12:40:30Z,34.189807,-119.005985,1002.95,8.53,898.86
2026-03-01T12:41:00Z,34.189891,-119.005866,701.60,10.55,932.10
2026-03-01T12:41:30Z,34.189961,-119.005744,396.17,12.71,966.25
2026-03-01T12:42:00Z,34.190032,-119.005642,102.78,14.21,1001.34
2026-03-01T12:42:30Z,34.190114,-119.005522,-1.86,15.12,1013.12
